START_TIME,STOP_TIME,Located_Indoors,In_Conversation,Holding_Other_Object_Light,Texting,Browsing_Phone,Holding_Other_Object_Heavy,Located_Outdoors,Holding_Drink,Browsing_Computer,On_Video_Call,FaceTime,BP_VideoUnavailable,Indecipherable,Legs_Crossed,Legs_Uncrossed,BP_Other,On_Phone_Call,Typing_Computer,Carrying_Bag_On_Shoulder,Back_Light,Back_Heavy,Holding_Solid_Food,Carrying_Grocery_Bags_Light
2022-01-31 21:30:35.137,2022-01-31 21:30:45.137,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 21:30:45.137,2022-01-31 21:31:03.137,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 21:31:27.137,2022-01-31 21:32:14.137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 21:32:14.137,2022-01-31 21:32:26.137,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 21:32:26.137,2022-01-31 21:33:02.137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 21:33:02.137,2022-01-31 21:33:31.125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 21:33:31.125,2022-01-31 21:34:55.125,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 21:34:55.125,2022-01-31 21:35:17.125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 21:35:17.125,2022-01-31 21:36:48.112,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 21:36:48.112,2022-01-31 21:37:40.112,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 21:37:40.112,2022-01-31 21:44:55.075,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 21:44:55.075,2022-01-31 21:48:43.050,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 21:48:43.050,2022-01-31 21:55:40.012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 21:55:40.012,2022-01-31 21:55:47.012,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 21:55:47.012,2022-01-31 21:56:37.012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 21:56:37.012,2022-01-31 21:57:34.012,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 21:57:36.012,2022-01-31 21:57:59.000,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 21:57:59.000,2022-01-31 21:58:13.000,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 21:58:13.000,2022-01-31 21:59:50.000,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 22:00:02.000,2022-01-31 22:01:14.987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 22:01:14.987,2022-01-31 22:03:03.975,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 22:03:04.975,2022-01-31 22:14:17.925,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 22:14:17.925,2022-01-31 22:14:45.925,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 22:14:50.925,2022-01-31 22:16:20.912,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 22:16:20.912,2022-01-31 22:17:01.912,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 22:17:01.912,2022-01-31 22:25:03.875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 22:25:04.875,2022-01-31 22:25:24.862,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 22:25:24.862,2022-01-31 22:25:39.862,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 22:25:39.862,2022-01-31 22:27:03.862,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 22:27:03.862,2022-01-31 22:27:26.862,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 22:27:26.862,2022-01-31 22:27:55.850,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 22:27:55.850,2022-01-31 22:28:12.850,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 22:28:12.850,2022-01-31 22:28:26.850,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 22:28:26.850,2022-01-31 22:28:42.850,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 22:28:42.850,2022-01-31 22:29:17.850,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 22:29:33.850,2022-01-31 22:30:35.837,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 22:30:35.837,2022-01-31 22:30:45.837,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 22:30:45.837,2022-01-31 22:31:21.837,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 22:31:28.837,2022-01-31 22:31:40.837,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 22:31:46.837,2022-01-31 22:31:57.837,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 22:31:57.837,2022-01-31 22:32:25.837,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 22:32:26.837,2022-01-31 22:46:20.762,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 22:46:20.762,2022-01-31 22:46:33.762,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 22:46:34.762,2022-01-31 22:46:47.762,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 22:46:47.762,2022-01-31 22:47:04.762,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 22:47:04.762,2022-01-31 22:47:24.762,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 22:47:24.762,2022-01-31 22:48:15.750,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 22:48:15.750,2022-01-31 22:48:32.750,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 22:48:32.750,2022-01-31 22:48:39.750,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 22:49:29.750,2022-01-31 22:50:02.737,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 22:50:02.737,2022-01-31 22:53:21.725,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2022-01-31 22:53:21.725,2022-01-31 22:56:57.712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 22:56:57.712,2022-01-31 22:57:34.700,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 22:57:35.700,2022-01-31 22:57:49.700,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 22:57:49.700,2022-01-31 22:58:06.700,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 22:58:07.700,2022-01-31 22:58:22.700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 22:58:22.700,2022-01-31 22:58:30.700,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 22:58:41.700,2022-01-31 22:58:47.700,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 22:58:47.700,2022-01-31 22:59:16.700,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 22:59:16.700,2022-01-31 23:00:00.687,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 23:00:01.687,2022-01-31 23:01:03.687,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 23:01:03.687,2022-01-31 23:01:12.687,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 23:01:12.687,2022-01-31 23:01:31.687,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 23:01:33.687,2022-01-31 23:01:42.687,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 23:01:42.687,2022-01-31 23:03:51.675,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-01-31 23:03:51.675,2022-01-31 23:04:03.675,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 23:04:03.675,2022-01-31 23:05:28.662,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-01-31 23:05:28.662,2022-01-31 23:07:00.662,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-01-31 23:07:00.662,2022-01-31 23:07:10.662,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 23:07:32.650,2022-01-31 23:11:46.637,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-01-31 23:11:46.637,2022-01-31 23:15:42.612,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-01-31 23:15:44.612,2022-01-31 23:26:06.562,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-01-31 23:26:06.562,2022-01-31 23:27:03.562,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-01-31 23:27:03.562,2022-01-31 23:30:12.537,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 23:30:12.537,2022-01-31 23:30:58.537,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 23:30:58.537,2022-01-31 23:31:37.537,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 23:31:37.537,2022-01-31 23:45:35.462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 23:45:35.462,2022-01-31 23:47:10.450,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 23:47:10.450,2022-01-31 23:49:12.450,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 23:49:12.450,2022-01-31 23:49:16.450,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 23:49:16.450,2022-01-31 23:49:50.437,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 23:52:04.437,2022-01-31 23:52:23.425,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 23:52:23.425,2022-01-31 23:53:09.425,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31 23:53:09.425,2022-01-31 23:53:26.425,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 10:08:15.800,2022-02-01 10:08:36.800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-02-01 10:08:55.800,2022-02-01 10:09:03.800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 10:09:21.787,2022-02-01 10:22:24.712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 10:22:24.712,2022-02-01 10:32:07.662,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 10:32:07.662,2022-02-01 10:35:27.637,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 10:35:27.637,2022-02-01 10:40:45.612,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2022-02-01 10:40:45.612,2022-02-01 10:44:23.587,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 10:44:23.587,2022-02-01 10:46:38.575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 10:46:38.575,2022-02-01 10:48:51.562,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 10:48:55.562,2022-02-01 10:49:26.550,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 10:49:27.550,2022-02-01 13:13:55.700,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2022-02-01 13:14:03.700,2022-02-01 13:14:15.700,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 13:14:15.700,2022-02-01 13:14:40.687,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 13:14:41.687,2022-02-01 13:18:17.675,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 13:18:17.675,2022-02-01 13:34:13.575,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 13:34:13.575,2022-02-01 13:34:31.575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 13:34:31.575,2022-02-01 13:34:47.575,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 13:34:47.575,2022-02-01 13:35:39.562,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-02-01 13:35:40.562,2022-02-01 13:37:28.562,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2022-02-01 13:37:28.562,2022-02-01 13:39:00.550,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2022-02-01 13:39:00.550,2022-02-01 13:39:04.550,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-02-01 13:39:04.550,2022-02-01 13:42:01.525,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-02-01 13:42:01.525,2022-02-01 13:42:16.525,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-02-01 13:42:16.525,2022-02-01 13:42:34.525,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-02-01 13:42:34.525,2022-02-01 13:44:03.512,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-02-01 13:44:03.512,2022-02-01 13:49:21.487,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-02-01 13:49:21.487,2022-02-01 13:55:34.450,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 13:55:34.450,2022-02-01 13:56:49.437,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 13:56:49.437,2022-02-01 14:14:12.337,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 14:14:12.337,2022-02-01 14:18:41.312,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 14:18:41.312,2022-02-01 14:19:09.312,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 14:19:09.312,2022-02-01 14:20:44.300,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 14:20:44.300,2022-02-01 14:22:39.287,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2022-02-01 14:22:39.287,2022-02-01 14:23:05.287,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 14:23:05.287,2022-02-01 14:28:12.250,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 14:28:12.250,2022-02-01 14:33:25.225,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 14:33:25.225,2022-02-01 14:35:50.212,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-02-01 14:35:52.212,2022-02-01 14:36:11.212,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-02-01 14:36:11.212,2022-02-01 14:45:22.150,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 14:45:22.150,2022-02-01 14:51:10.112,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 14:51:11.112,2022-02-01 14:58:56.075,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2022-02-01 14:58:56.075,2022-02-01 15:01:18.062,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 15:01:18.062,2022-02-01 15:10:28.000,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 15:10:28.000,2022-02-01 15:12:01.000,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 15:12:09.987,2022-02-01 15:14:27.975,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 15:14:36.975,2022-02-01 15:14:52.975,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 15:15:52.975,2022-02-01 15:16:22.962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 15:16:28.962,2022-02-01 15:22:42.925,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 15:22:46.925,2022-02-01 15:30:40.887,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 15:30:55.887,2022-02-01 15:31:38.875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 15:31:41.875,2022-02-01 15:32:12.875,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 15:32:16.875,2022-02-01 15:33:02.875,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 15:33:06.875,2022-02-01 15:33:16.862,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 15:33:16.862,2022-02-01 15:33:25.862,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 15:33:33.862,2022-02-01 15:33:56.862,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 15:34:19.862,2022-02-01 15:34:54.862,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 15:35:19.850,2022-02-01 15:35:57.850,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
