START_TIME,STOP_TIME,Located_Indoors,Texting,Browsing_Phone,In_Conversation,Located_Outdoors,Browsing_Computer,On_Video_Call,FaceTime,BP_VideoUnavailable,Indecipherable,Holding_Drink,Typing_Computer,Carrying_Grocery_Bags_Light,Holding_Other_Object_Light,Holding_Solid_Food,Handwriting,On_Phone_Call,Holding_Book,Reader,Legs_Uncrossed,Legs_Crossed,Carrying_Bag_On_Shoulder,Back_Light
2021-12-07 20:22:25.050,2021-12-07 20:22:28.550000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:22:29.050,2021-12-07 20:22:35.550000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:22:35.550,2021-12-07 20:22:43.550000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:22:44.050,2021-12-07 20:22:53.550000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:22:53.550,2021-12-07 20:23:02.050000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:23:02.050,2021-12-07 20:23:15.050000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:23:15.050,2021-12-07 20:23:50.050000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:23:50.050,2021-12-07 20:23:54.050000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:23:54.050,2021-12-07 20:23:56.050000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:23:56.050,2021-12-07 20:24:23.550000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:24:23.550,2021-12-07 20:24:30.050000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:24:30.050,2021-12-07 20:27:20.537000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:27:20.537,2021-12-07 20:27:29.025000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:27:29.025,2021-12-07 20:27:47.525000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:27:47.525,2021-12-07 20:27:59.525000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:27:59.525,2021-12-07 20:28:07.025000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:28:07.025,2021-12-07 20:34:35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:34:35.000,2021-12-07 20:34:57,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:34:57.000,2021-12-07 20:35:35.987000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:35:35.987,2021-12-07 20:38:43.475000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:38:43.475,2021-12-07 20:39:41.475000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:39:41.475,2021-12-07 20:40:03.475000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:40:03.475,2021-12-07 20:40:23.975000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:40:23.975,2021-12-07 20:40:44.462000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:40:44.462,2021-12-07 20:41:22.462000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:41:22.462,2021-12-07 20:41:37.462000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:41:37.462,2021-12-07 20:42:50.962000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:42:50.962,2021-12-07 20:43:05.962000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:43:06.962,2021-12-07 20:43:14.462000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:43:14.462,2021-12-07 20:43:50.450000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:43:50.450,2021-12-07 20:44:39.950000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:44:39.950,2021-12-07 20:44:47.950000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:44:47.950,2021-12-07 20:44:54.950000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:44:54.950,2021-12-07 20:44:56.450000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:44:56.450,2021-12-07 20:44:58.450000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:44:58.450,2021-12-07 20:45:03.950000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:45:03.950,2021-12-07 20:45:05.950000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:45:05.950,2021-12-07 20:45:14.450000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:45:14.450,2021-12-07 20:45:19.450000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:45:19.450,2021-12-07 20:45:23.950000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:45:23.950,2021-12-07 20:45:26.950000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:45:26.950,2021-12-07 20:46:02.937000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:46:02.937,2021-12-07 20:46:17.937000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:46:17.937,2021-12-07 20:46:25.437000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:46:25.437,2021-12-07 20:46:31.437000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:46:31.437,2021-12-07 20:46:36.937000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:46:36.937,2021-12-07 20:55:53.400000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:55:53.400,2021-12-07 20:56:05.900000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:56:05.900,2021-12-07 20:56:15.400000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:56:15.400,2021-12-07 20:56:44.887000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:56:44.887,2021-12-07 20:56:59.887000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:56:59.887,2021-12-07 20:57:08.387000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:57:08.887,2021-12-07 20:57:16.887000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:57:16.887,2021-12-07 20:57:20.387000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:57:20.387,2021-12-07 20:57:29.887000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:57:29.887,2021-12-07 20:57:32.387000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:57:32.387,2021-12-07 20:57:34.887000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:57:34.887,2021-12-07 20:57:36.887000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:57:36.887,2021-12-07 20:58:25.887000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:58:25.887,2021-12-07 20:59:21.375000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:59:21.375,2021-12-07 20:59:28.375000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:59:28.375,2021-12-07 20:59:33.375000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:59:33.375,2021-12-07 20:59:41.875000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 20:59:41.875,2021-12-07 21:00:14.875000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 21:00:14.875,2021-12-07 21:03:47.862000,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 21:03:47.862,2021-12-07 21:03:54.362000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 21:03:54.362,2021-12-07 21:03:57.362000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 21:03:57.362,2021-12-07 21:03:59.362000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 21:03:59.362,2021-12-07 21:04:02.362000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 21:04:02.362,2021-12-07 21:04:03.862000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 21:04:03.862,2021-12-07 21:04:06.862000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 21:04:06.862,2021-12-07 21:04:12.362000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 21:04:12.362,2021-12-07 21:04:59.350000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 21:04:59.350,2021-12-07 21:05:08.850000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07 21:05:08.850,2021-12-07 21:05:58.850000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:14:08.187,2021-12-08 10:22:35.175000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:14:08.187,2021-12-08 10:22:35.175000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:22:41.175,2021-12-08 10:23:41.175000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:22:41.175,2021-12-08 10:23:41.175000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:23:43.175,2021-12-08 10:24:36.175000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:23:43.175,2021-12-08 10:24:36.175000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:24:37.175,2021-12-08 10:24:59.175000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:24:37.175,2021-12-08 10:24:59.175000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:25:05.175,2021-12-08 10:25:23.175000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:25:05.175,2021-12-08 10:25:23.175000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:25:25.175,2021-12-08 10:25:37.175000,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:25:25.175,2021-12-08 10:25:37.175000,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:25:50.175,2021-12-08 10:26:24.175000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:25:50.175,2021-12-08 10:26:24.175000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:26:33.175,2021-12-08 10:27:27.175000,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:26:33.175,2021-12-08 10:27:27.175000,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:27:33.175,2021-12-08 10:28:08.175000,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:27:33.175,2021-12-08 10:28:08.175000,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:28:31.175,2021-12-08 10:29:35.175000,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:28:31.175,2021-12-08 10:29:35.175000,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:29:37.175,2021-12-08 10:29:59.175000,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:29:37.175,2021-12-08 10:29:59.175000,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:30:03.175,2021-12-08 10:30:21.162000,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:30:03.175,2021-12-08 10:30:21.162000,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:30:33.162,2021-12-08 10:30:55.162000,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:30:33.162,2021-12-08 10:30:55.162000,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:30:57.162,2021-12-08 10:31:32.162000,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:30:57.162,2021-12-08 10:31:32.162000,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:31:35.162,2021-12-08 10:32:09.162000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:31:35.162,2021-12-08 10:32:09.162000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:32:22.162,2021-12-08 10:33:02.162000,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:32:22.162,2021-12-08 10:33:02.162000,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:33:04.162,2021-12-08 10:34:16.162000,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:33:04.162,2021-12-08 10:34:16.162000,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:34:16.162,2021-12-08 10:34:21.162000,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:34:16.162,2021-12-08 10:34:21.162000,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:34:23.162,2021-12-08 10:36:31.162000,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:34:23.162,2021-12-08 10:36:31.162000,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:36:31.162,2021-12-08 10:36:35.162000,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:36:31.162,2021-12-08 10:36:35.162000,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:36:37.162,2021-12-08 10:36:41.162000,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:36:37.162,2021-12-08 10:36:41.162000,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:36:42.162,2021-12-08 10:36:57.162000,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:36:42.162,2021-12-08 10:36:57.162000,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:36:57.162,2021-12-08 10:36:59.162000,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:36:57.162,2021-12-08 10:36:59.162000,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:37:00.162,2021-12-08 10:37:01.162000,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:37:00.162,2021-12-08 10:37:01.162000,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:37:07.162,2021-12-08 10:37:23.162000,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:37:07.162,2021-12-08 10:37:23.162000,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:37:25.162,2021-12-08 10:38:00.162000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:37:25.162,2021-12-08 10:38:00.162000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:38:01.162,2021-12-08 10:38:07.162000,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:38:01.162,2021-12-08 10:38:07.162000,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:38:09.162,2021-12-08 10:38:57.162000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:38:09.162,2021-12-08 10:38:57.162000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:38:58.162,2021-12-08 10:39:05.162000,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:38:58.162,2021-12-08 10:39:05.162000,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:39:06.162,2021-12-08 10:39:21.162000,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:39:06.162,2021-12-08 10:39:21.162000,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:39:23.162,2021-12-08 10:39:38.162000,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:39:23.162,2021-12-08 10:39:38.162000,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:39:43.162,2021-12-08 10:40:07.162000,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:39:43.162,2021-12-08 10:40:07.162000,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:40:19.162,2021-12-08 10:41:45.150000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:40:19.162,2021-12-08 10:41:45.150000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:41:46.150,2021-12-08 10:44:36.150000,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:41:46.150,2021-12-08 10:44:36.150000,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:44:37.150,2021-12-08 10:44:42.150000,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
