START_TIME,STOP_TIME,Posture_Indecipherable,Video_Insufficient,In_Position_Sitting,In_Position_Upright,In_Position_Reclining_Slouching,Lying_On_Left_Side,Lying_On_Back,In_Position_Kneeling,Posture_Other),Lying_On_Right_Side
2022-03-01 12:46:09.362,2022-03-01 12:47:29.350,0,0,1,0,0,0,0,0,0,0
2022-03-01 12:47:29.350,2022-03-01 12:48:12.350,0,0,0,1,0,0,0,0,0,0
2022-03-01 12:48:12.350,2022-03-01 12:51:03.337,0,0,0,0,1,0,0,0,0,0
2022-03-01 12:51:03.337,2022-03-01 12:51:13.337,0,0,0,0,1,0,0,0,0,0
2022-03-01 12:51:13.337,2022-03-01 12:52:51.325,0,0,0,0,1,0,0,0,0,0
2022-03-01 12:52:51.325,2022-03-01 12:53:03.325,0,0,0,0,1,0,0,0,0,0
2022-03-01 12:53:03.325,2022-03-01 12:59:06.287,0,0,0,0,1,0,0,0,0,0
2022-03-01 12:59:06.287,2022-03-01 12:59:20.287,0,0,0,0,1,0,0,0,0,0
2022-03-01 12:59:20.287,2022-03-01 13:01:05.275,0,0,0,0,1,0,0,0,0,0
2022-03-01 13:01:05.275,2022-03-01 13:02:19.275,0,0,0,0,1,0,0,0,0,0
2022-03-01 13:02:19.275,2022-03-01 13:03:00.262,0,0,0,0,1,0,0,0,0,0
2022-03-01 13:03:02.262,2022-03-01 13:06:19.250,0,0,0,0,1,0,0,0,0,0
2022-03-01 13:06:19.250,2022-03-01 13:06:27.250,0,0,0,0,1,0,0,0,0,0
2022-03-01 13:06:27.250,2022-03-01 13:08:32.237,0,0,0,0,1,0,0,0,0,0
2022-03-01 13:08:32.237,2022-03-01 13:09:14.225,0,0,0,0,1,0,0,0,0,0
2022-03-01 13:09:14.225,2022-03-01 13:10:21.225,0,0,0,0,1,0,0,0,0,0
2022-03-01 13:10:21.225,2022-03-01 13:12:13.212,0,0,0,0,1,0,0,0,0,0
2022-03-01 13:12:14.212,2022-03-01 13:12:37.212,0,0,0,0,1,0,0,0,0,0
2022-03-01 13:12:37.212,2022-03-01 13:32:42.100,0,0,0,0,1,0,0,0,0,0
2022-03-01 13:32:42.100,2022-03-01 13:36:34.075,0,0,0,0,1,0,0,0,0,0
2022-03-01 13:36:37.075,2022-03-01 13:37:09.075,0,0,0,1,0,0,0,0,0,0
2022-03-01 13:37:13.075,2022-03-01 13:39:05.062,0,0,0,0,1,0,0,0,0,0
2022-03-01 13:39:08.062,2022-03-01 13:45:37.025,0,0,0,0,1,0,0,0,0,0
2022-03-01 13:45:37.025,2022-03-01 13:47:03.012,0,0,0,0,1,0,0,0,0,0
2022-03-01 13:47:03.012,2022-03-01 13:52:34.987,0,0,0,0,1,0,0,0,0,0
2022-03-01 13:52:34.987,2022-03-01 14:00:12.937,0,0,0,0,1,0,0,0,0,0
2022-03-01 14:00:14.937,2022-03-01 14:01:18.937,0,0,0,0,1,0,0,0,0,0
2022-03-01 14:01:18.937,2022-03-01 14:02:56.925,0,0,0,0,1,0,0,0,0,0
2022-03-01 14:02:56.925,2022-03-01 14:03:39.912,0,0,0,0,1,0,0,0,0,0
2022-03-01 14:03:39.912,2022-03-01 14:09:25.887,0,0,0,0,1,0,0,0,0,0
2022-03-01 14:09:25.887,2022-03-01 14:10:11.875,0,0,0,0,1,0,0,0,0,0
2022-03-01 14:10:11.875,2022-03-01 14:10:17.875,0,0,0,0,1,0,0,0,0,0
2022-03-01 14:10:17.875,2022-03-01 14:19:44.825,0,0,0,0,1,0,0,0,0,0
2022-03-01 14:19:44.825,2022-03-01 14:22:53.812,0,0,0,0,1,0,0,0,0,0
2022-03-01 14:22:56.812,2022-03-01 14:23:17.800,0,0,0,1,0,0,0,0,0,0
2022-03-01 14:23:19.800,2022-03-01 14:23:50.800,0,0,0,1,0,0,0,0,0,0
2022-03-01 14:23:50.800,2022-03-01 14:24:05.800,0,0,0,1,0,0,0,0,0,0
2022-03-01 14:24:10.800,2022-03-01 14:25:08.800,0,0,0,0,1,0,0,0,0,0
2022-03-01 14:25:08.800,2022-03-01 14:25:28.787,0,0,0,0,1,0,0,0,0,0
2022-03-01 14:25:28.787,2022-03-01 14:26:02.787,0,0,0,0,1,0,0,0,0,0
2022-03-01 14:26:02.787,2022-03-01 14:26:12.787,0,0,0,0,1,0,0,0,0,0
2022-03-01 14:26:12.787,2022-03-01 14:29:30.775,0,0,0,0,1,0,0,0,0,0
2022-03-01 14:29:30.775,2022-03-01 14:30:12.762,0,0,0,0,1,0,0,0,0,0
2022-03-01 14:30:12.762,2022-03-01 14:32:20.750,0,0,0,0,1,0,0,0,0,0
2022-03-01 14:32:20.750,2022-03-01 14:33:02.750,0,0,0,0,1,0,0,0,0,0
2022-03-01 14:33:02.750,2022-03-01 14:38:23.725,0,0,0,0,1,0,0,0,0,0
2022-03-01 14:38:23.725,2022-03-01 14:38:34.725,0,0,0,0,1,0,0,0,0,0
2022-03-01 14:38:34.725,2022-03-01 14:40:24.712,0,0,0,0,1,0,0,0,0,0
2022-03-01 14:40:24.712,2022-03-01 14:45:22.675,0,0,0,0,1,0,0,0,0,0
2022-03-01 14:45:22.675,2022-03-01 14:51:07.650,0,0,0,0,1,0,0,0,0,0
2022-03-01 14:51:07.650,2022-03-01 14:52:10.637,0,0,0,0,1,0,0,0,0,0
2022-03-01 14:52:10.637,2022-03-01 14:56:30.612,0,0,0,0,1,0,0,0,0,0
2022-03-01 14:57:09.612,2022-03-01 14:59:31.600,1,1,0,0,0,0,0,0,0,0
2022-03-01 14:59:37.600,2022-03-01 15:11:49.525,0,0,0,0,1,0,0,0,0,0
2022-03-01 15:12:06.525,2022-03-01 15:12:14.525,0,0,0,0,1,0,0,0,0,0
2022-03-01 15:12:22.525,2022-03-01 15:14:37.512,0,0,0,0,1,0,0,0,0,0
2022-03-01 15:14:37.512,2022-03-01 15:25:21.450,0,0,0,0,1,0,0,0,0,0
2022-03-01 15:25:21.450,2022-03-01 15:30:31.425,0,0,1,0,0,0,0,0,0,0
2022-03-01 15:30:31.425,2022-03-01 15:32:16.412,0,0,1,0,0,0,0,0,0,0
2022-03-01 15:32:16.412,2022-03-01 15:34:30.400,0,0,1,0,0,0,0,0,0,0
2022-03-01 15:34:30.400,2022-03-01 15:34:43.400,0,0,1,0,0,0,0,0,0,0
2022-03-01 15:34:43.400,2022-03-01 15:37:07.387,0,0,1,0,0,0,0,0,0,0
2022-03-01 15:37:36.387,2022-03-01 15:48:22.325,0,0,1,0,0,0,0,0,0,0
2022-03-01 15:48:24.325,2022-03-01 15:48:49.312,0,0,1,0,0,0,0,0,0,0
2022-03-01 15:48:49.312,2022-03-01 15:49:28.312,0,0,1,0,0,0,0,0,0,0
2022-03-01 15:49:28.312,2022-03-01 16:02:17.237,0,0,1,0,0,0,0,0,0,0
2022-03-01 16:02:17.237,2022-03-01 16:02:43.237,1,1,0,0,0,0,0,0,0,0
2022-03-01 16:02:43.237,2022-03-01 16:10:10.200,0,0,1,0,0,0,0,0,0,0
2022-03-01 16:10:10.200,2022-03-01 16:10:58.187,0,0,1,0,0,0,0,0,0,0
2022-03-01 16:11:03.187,2022-03-01 16:30:41.075,0,0,1,0,0,0,0,0,0,0
2022-03-01 16:30:41.075,2022-03-01 16:30:52.075,0,0,1,0,0,0,0,0,0,0
2022-03-01 16:30:52.075,2022-03-01 16:32:09.075,0,0,1,0,0,0,0,0,0,0
2022-03-01 16:32:09.075,2022-03-01 16:37:29.037,0,0,1,0,0,0,0,0,0,0
2022-03-01 16:37:29.037,2022-03-01 16:42:15.012,0,0,1,0,0,0,0,0,0,0
2022-03-01 16:42:15.012,2022-03-01 17:16:47.812,0,0,1,0,0,0,0,0,0,0
2022-03-01 17:17:04.812,2022-03-01 17:19:34.800,0,0,1,0,0,0,0,0,0,0
2022-03-01 17:19:34.800,2022-03-01 17:20:00.800,0,0,1,0,0,0,0,0,0,0
2022-03-01 17:20:00.800,2022-03-01 17:20:10.800,0,0,0,1,0,0,0,0,0,0
2022-03-01 17:20:10.800,2022-03-01 17:20:29.787,0,0,0,1,0,0,0,0,0,0
2022-03-01 17:20:29.787,2022-03-01 17:22:21.787,1,1,0,0,0,0,0,0,0,0
2022-03-01 17:22:22.787,2022-03-01 17:23:15.775,0,0,0,1,0,0,0,0,0,0
2022-03-01 17:23:15.775,2022-03-01 17:23:25.775,0,0,0,1,0,0,0,0,0,0
2022-03-01 17:23:25.775,2022-03-01 17:23:53.775,0,0,0,0,0,1,0,0,0,0
2022-03-01 17:23:53.775,2022-03-01 17:26:30.762,0,0,0,0,0,1,0,0,0,0
2022-03-01 17:26:30.762,2022-03-01 17:27:04.750,0,0,0,0,0,1,0,0,0,0
2022-03-01 17:27:04.750,2022-03-01 17:31:05.737,0,0,0,0,0,0,1,0,0,0
2022-03-01 17:31:05.737,2022-03-01 17:32:42.725,1,1,0,0,0,0,0,0,0,0
2022-03-01 17:32:42.725,2022-03-01 17:33:40.712,0,0,0,0,0,0,1,0,0,0
2022-03-01 17:33:41.712,2022-03-01 17:34:29.712,0,0,0,1,0,0,0,0,0,0
2022-03-01 17:34:29.712,2022-03-01 17:36:19.700,0,0,0,1,0,0,0,0,0,0
2022-03-01 17:36:19.700,2022-03-01 17:39:26.687,0,0,0,1,0,0,0,0,0,0
2022-03-01 17:39:26.687,2022-03-01 17:41:58.675,1,1,0,0,0,0,0,0,0,0
2022-03-01 17:41:58.675,2022-03-01 17:42:22.662,0,0,0,1,0,0,0,0,0,0
2022-03-01 17:42:23.662,2022-03-01 17:43:22.662,0,0,0,1,0,0,0,0,0,0
2022-03-01 17:43:22.662,2022-03-01 17:46:27.650,0,0,0,1,0,0,0,0,0,0
2022-03-01 17:46:27.650,2022-03-01 17:48:47.637,0,0,0,1,0,0,0,0,0,0
2022-03-01 17:48:47.637,2022-03-01 17:57:28.587,0,0,1,0,0,0,0,0,0,0
2022-03-01 17:57:29.587,2022-03-01 18:01:56.550,0,0,1,0,0,0,0,0,0,0
2022-03-01 18:01:56.550,2022-03-01 18:08:31.512,0,0,1,0,0,0,0,0,0,0
2022-03-01 18:08:31.512,2022-03-01 18:08:58.512,0,0,1,0,0,0,0,0,0,0
2022-03-01 18:08:58.512,2022-03-01 18:10:04.512,0,0,0,1,0,0,0,0,0,0
2022-03-01 18:10:05.512,2022-03-01 18:10:46.500,0,0,0,1,0,0,0,0,0,0
2022-03-01 18:10:46.500,2022-03-01 18:11:11.500,0,0,0,1,0,0,0,0,0,0
2022-03-01 18:11:11.500,2022-03-01 18:17:14.462,0,0,0,1,0,0,0,0,0,0
2022-03-01 18:17:14.462,2022-03-01 18:17:28.462,0,0,0,1,0,0,0,0,0,0
2022-03-01 18:17:28.462,2022-03-01 18:17:44.462,0,0,0,1,0,0,0,0,0,0
2022-03-01 18:17:44.462,2022-03-01 18:18:46.462,0,0,0,1,0,0,0,0,0,0
2022-03-01 18:18:46.462,2022-03-01 18:19:00.462,0,0,0,1,0,0,0,0,0,0
2022-03-01 18:19:00.462,2022-03-01 18:19:11.462,0,0,0,1,0,0,0,0,0,0
2022-03-01 18:19:11.462,2022-03-01 18:24:52.425,0,0,0,1,0,0,0,0,0,0
2022-03-01 18:24:52.425,2022-03-01 18:25:54.425,0,0,0,1,0,0,0,0,0,0
2022-03-01 18:25:54.425,2022-03-01 18:27:17.412,0,0,0,1,0,0,0,0,0,0
2022-03-01 18:27:17.412,2022-03-01 18:32:05.387,0,0,0,1,0,0,0,0,0,0
2022-03-01 18:32:06.387,2022-03-01 18:32:28.387,0,0,0,1,0,0,0,0,0,0
2022-03-01 18:32:28.387,2022-03-01 18:33:24.375,0,0,0,1,0,0,0,0,0,0
2022-03-01 18:33:24.375,2022-03-01 18:33:40.375,0,0,0,1,0,0,0,0,0,0
2022-03-01 18:33:40.375,2022-03-01 18:34:19.375,0,0,0,1,0,0,0,0,0,0
2022-03-01 18:34:19.375,2022-03-01 18:34:41.375,0,0,0,1,0,0,0,0,0,0
2022-03-01 18:34:41.375,2022-03-01 18:38:53.350,0,0,0,1,0,0,0,0,0,0
2022-03-01 18:38:54.350,2022-03-01 18:39:37.337,0,0,0,1,0,0,0,0,0,0
2022-03-01 18:39:37.337,2022-03-01 18:41:18.325,0,0,0,1,0,0,0,0,0,0
2022-03-01 18:41:18.325,2022-03-01 18:42:29.325,0,0,0,1,0,0,0,0,0,0
2022-03-01 18:42:29.325,2022-03-01 18:52:48.262,0,0,0,0,1,0,0,0,0,0
2022-03-01 18:52:48.262,2022-03-01 19:06:40.187,0,0,1,0,0,0,0,0,0,0
2022-03-01 19:06:40.187,2022-03-01 19:09:11.175,0,0,1,0,0,0,0,0,0,0
2022-03-01 19:09:11.175,2022-03-01 19:10:09.162,0,0,1,0,0,0,0,0,0,0
2022-03-01 19:10:09.162,2022-03-01 19:26:50.075,1,1,0,0,0,0,0,0,0,0
2022-03-01 19:26:50.075,2022-03-01 19:27:25.062,0,0,0,1,0,0,0,0,0,0
2022-03-01 19:27:25.062,2022-03-01 19:28:04.062,0,0,1,0,0,0,0,0,0,0
2022-03-01 19:28:04.062,2022-03-01 19:28:42.062,0,0,0,1,0,0,0,0,0,0
2022-03-01 19:28:42.062,2022-03-01 19:29:24.050,0,0,0,1,0,0,0,0,0,0
2022-03-01 19:29:24.050,2022-03-01 19:29:33.050,0,0,0,1,0,0,0,0,0,0
2022-03-01 19:29:33.050,2022-03-01 19:30:12.050,0,0,0,1,0,0,0,0,0,0
2022-03-01 19:30:12.050,2022-03-01 19:30:35.050,0,0,1,0,0,0,0,0,0,0
2022-03-01 19:30:35.050,2022-03-01 19:30:53.050,0,0,1,0,0,0,0,0,0,0
2022-03-01 19:30:53.050,2022-03-01 19:46:23.962,0,0,1,0,0,0,0,0,0,0
2022-03-01 19:46:24.962,2022-03-01 19:47:31.950,0,0,1,0,0,0,0,0,0,0
2022-03-01 19:47:31.950,2022-03-01 19:48:17.950,0,0,1,0,0,0,0,0,0,0
2022-03-01 19:48:17.950,2022-03-01 19:48:41.950,0,0,0,1,0,0,0,0,0,0
2022-03-01 19:48:41.950,2022-03-01 19:49:17.937,0,0,0,1,0,0,0,0,0,0
2022-03-01 19:49:17.937,2022-03-01 19:49:27.937,0,0,0,1,0,0,0,0,0,0
2022-03-01 19:49:27.937,2022-03-01 19:49:45.937,0,0,0,1,0,0,0,0,0,0
2022-03-01 19:49:45.937,2022-03-01 19:49:50.937,0,0,0,1,0,0,0,0,0,0
2022-03-01 19:49:50.937,2022-03-01 19:54:09.912,0,0,0,1,0,0,0,0,0,0
2022-03-01 19:54:09.912,2022-03-01 19:54:37.912,0,0,0,1,0,0,0,0,0,0
2022-03-01 19:54:37.912,2022-03-01 19:55:05.912,0,0,0,1,0,0,0,0,0,0
2022-03-01 19:55:05.912,2022-03-01 19:55:28.912,0,0,0,1,0,0,0,0,0,0
2022-03-01 19:55:29.912,2022-03-01 19:55:37.900,0,0,0,1,0,0,0,0,0,0
2022-03-01 19:55:37.900,2022-03-01 19:55:45.900,0,0,0,1,0,0,0,0,0,0
2022-03-01 19:55:45.900,2022-03-01 19:56:30.900,0,0,0,1,0,0,0,0,0,0
2022-03-01 19:56:30.900,2022-03-01 19:58:29.887,1,1,0,0,0,0,0,0,0,0
2022-03-01 19:58:29.887,2022-03-01 20:19:38.775,0,0,1,0,0,0,0,0,0,0
2022-03-01 20:19:38.775,2022-03-01 20:20:28.762,0,0,1,0,0,0,0,0,0,0
2022-03-01 20:20:28.762,2022-03-01 20:27:38.725,0,0,1,0,0,0,0,0,0,0
2022-03-01 20:27:38.725,2022-03-01 20:36:14.675,1,1,0,0,0,0,0,0,0,0
2022-03-01 20:36:14.675,2022-03-01 20:37:49.662,0,0,1,0,0,0,0,0,0,0
2022-03-01 20:37:49.662,2022-03-01 20:38:05.662,1,1,0,0,0,0,0,0,0,0
2022-03-01 20:38:05.662,2022-03-01 20:44:44.625,0,0,1,0,0,0,0,0,0,0
2022-03-01 20:44:44.625,2022-03-01 20:45:10.625,0,0,0,1,0,0,0,0,0,0
2022-03-01 20:45:10.625,2022-03-01 20:45:34.625,0,0,0,1,0,0,0,0,0,0
2022-03-01 20:45:34.625,2022-03-01 20:45:45.625,0,0,0,1,0,0,0,0,0,0
2022-03-01 20:45:45.625,2022-03-01 20:46:04.612,0,0,0,1,0,0,0,0,0,0
2022-03-01 20:46:04.612,2022-03-01 20:46:32.612,0,0,0,1,0,0,0,0,0,0
2022-03-01 20:46:32.612,2022-03-01 20:46:43.612,0,0,0,1,0,0,0,0,0,0
2022-03-01 20:46:43.612,2022-03-01 20:46:48.612,0,0,0,1,0,0,0,0,0,0
2022-03-01 20:46:48.612,2022-03-01 20:47:08.612,0,0,0,1,0,0,0,0,0,0
2022-03-01 20:47:08.612,2022-03-01 20:47:40.612,0,0,0,1,0,0,0,0,0,0
2022-03-01 20:47:40.612,2022-03-01 20:48:28.600,0,0,0,1,0,0,0,0,0,0
2022-03-01 20:48:28.600,2022-03-01 20:49:57.600,0,0,0,1,0,0,0,0,0,0
2022-03-01 20:49:57.600,2022-03-01 20:54:05.575,0,0,0,1,0,0,0,0,0,0
2022-03-01 20:54:05.575,2022-03-01 20:54:21.575,0,0,0,1,0,0,0,0,0,0
2022-03-01 20:54:21.575,2022-03-01 21:16:25.450,0,0,1,0,0,0,0,0,0,0
2022-03-01 21:16:25.450,2022-03-01 21:17:27.437,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:17:27.437,2022-03-01 21:18:30.437,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:18:30.437,2022-03-01 21:18:45.425,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:18:45.425,2022-03-01 21:19:48.425,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:19:48.425,2022-03-01 21:20:44.425,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:20:44.425,2022-03-01 21:21:10.412,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:21:10.412,2022-03-01 21:26:24.387,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:26:24.387,2022-03-01 21:27:15.387,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:27:17.387,2022-03-01 21:27:34.375,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:27:34.375,2022-03-01 21:27:47.375,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:27:47.375,2022-03-01 21:27:58.375,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:27:58.375,2022-03-01 21:28:26.375,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:28:26.375,2022-03-01 21:29:39.362,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:29:39.362,2022-03-01 21:29:56.362,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:29:56.362,2022-03-01 21:30:08.362,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:30:08.362,2022-03-01 21:30:20.362,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:30:20.362,2022-03-01 21:32:51.350,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:32:51.350,2022-03-01 21:33:04.350,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:33:04.350,2022-03-01 21:33:36.350,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:33:36.350,2022-03-01 21:33:42.350,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:33:42.350,2022-03-01 21:34:01.337,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:34:01.337,2022-03-01 21:34:09.337,0,0,1,0,0,0,0,0,0,0
2022-03-01 21:34:09.337,2022-03-01 21:34:18.337,0,0,1,0,0,0,0,0,0,0
2022-03-01 21:34:18.337,2022-03-01 21:34:23.337,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:34:23.337,2022-03-01 21:35:05.337,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:35:05.337,2022-03-01 21:35:12.337,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:35:12.337,2022-03-01 21:35:49.337,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:35:49.337,2022-03-01 21:35:57.337,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:35:57.337,2022-03-01 21:36:29.325,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:36:29.325,2022-03-01 21:36:39.325,0,0,0,1,0,0,0,0,0,0
