fname,start,stop,duration(s)
20220519140704_000152.MP4,2022-05-19 14:06:58,2022-05-19 14:16:58,600
20220519141704_000153.MP4,2022-05-19 14:16:58,2022-05-19 14:26:58,600
20220519142704_000154.MP4,2022-05-19 14:26:58,2022-05-19 14:36:58,600
20220519143704_000155.MP4,2022-05-19 14:36:58,2022-05-19 14:46:58,600
20220519144704_000156.MP4,2022-05-19 14:46:58,2022-05-19 14:56:58,600
20220519145704_000157.MP4,2022-05-19 14:56:58,2022-05-19 15:06:58,600
20220519150705_000158.MP4,2022-05-19 15:06:58,2022-05-19 15:16:58,600
20220519151705_000159.MP4,2022-05-19 15:16:58,2022-05-19 15:26:58,600
20220519152705_000160.MP4,2022-05-19 15:26:58,2022-05-19 15:36:58,600
20220519153705_000161.MP4,2022-05-19 15:36:58,2022-05-19 15:46:58,600
20220519154705_000162.MP4,2022-05-19 15:46:59,2022-05-19 15:56:59,600
20220519155705_000163.MP4,2022-05-19 15:56:59,2022-05-19 16:06:59,600
20220519160705_000164.MP4,2022-05-19 16:06:59,2022-05-19 16:16:59,600
20220519161741_000165.MP4,2022-05-19 16:16:59,2022-05-19 16:26:59,600
20220519162705_000166.MP4,2022-05-19 16:26:59,2022-05-19 16:36:59,600
20220519163705_000167.MP4,2022-05-19 16:36:59,2022-05-19 16:46:59,600
20220519164705_000168.MP4,2022-05-19 16:46:59,2022-05-19 16:56:59,600
20220519165705_000169.MP4,2022-05-19 16:56:59,2022-05-19 17:06:59,600
20220519170705_000170.MP4,2022-05-19 17:06:59,2022-05-19 17:16:59,600
20220519171705_000171.MP4,2022-05-19 17:16:59,2022-05-19 17:26:59,600
20220519172705_000172.MP4,2022-05-19 17:26:59,2022-05-19 17:36:59,600
20220519173705_000173.MP4,2022-05-19 17:36:59,2022-05-19 17:46:59,600
20220519174705_000174.MP4,2022-05-19 17:46:59,2022-05-19 17:56:59,600
20220519175705_000175.MP4,2022-05-19 17:56:59,2022-05-19 18:06:59,600
20220519180705_000176.MP4,2022-05-19 18:06:59,2022-05-19 18:16:59,600
20220519181705_000177.MP4,2022-05-19 18:16:59,2022-05-19 18:26:59,600
20220519182705_000178.MP4,2022-05-19 18:26:59,2022-05-19 18:36:59,600
20220519183705_000179.MP4,2022-05-19 18:36:59,2022-05-19 18:46:59,600
20220519184705_000180.MP4,2022-05-19 18:46:59,2022-05-19 18:56:59,600
20220519185705_000181.MP4,2022-05-19 18:56:59,2022-05-19 19:06:59,600
20220519190705_000182.MP4,2022-05-19 19:06:59,2022-05-19 19:16:59,600
20220519191705_000183.MP4,2022-05-19 19:16:59,2022-05-19 19:26:59,600
20220519192705_000184.MP4,2022-05-19 19:26:59,2022-05-19 19:36:59,600
20220519193705_000185.MP4,2022-05-19 19:36:59,2022-05-19 19:46:59,600
20220519194714_000186.MP4,2022-05-19 19:46:59,2022-05-19 19:56:59,600
20220519195705_000187.MP4,2022-05-19 19:56:59,2022-05-19 20:06:59,600
20220519200705_000188.MP4,2022-05-19 20:06:59,2022-05-19 20:16:59,600
20220519201705_000189.MP4,2022-05-19 20:16:59,2022-05-19 20:26:59,600
20220519202705_000190.MP4,2022-05-19 20:26:59,2022-05-19 20:36:59,600
20220519203705_000191.MP4,2022-05-19 20:36:59,2022-05-19 20:46:59,600
20220519204705_000192.MP4,2022-05-19 20:46:59,2022-05-19 20:56:59,600
20220519205705_000193.MP4,2022-05-19 20:56:59,2022-05-19 21:06:59,600
20220519210705_000194.MP4,2022-05-19 21:06:59,2022-05-19 21:16:59,600
20220519211705_000195.MP4,2022-05-19 21:16:59,2022-05-19 21:26:59,600
20220519212705_000196.MP4,2022-05-19 21:26:59,2022-05-19 21:36:59,600
20220519213706_000197.MP4,2022-05-19 21:36:59,2022-05-19 21:46:59,600
20220519214705_000198.MP4,2022-05-19 21:46:59,2022-05-19 21:56:59,600
20220519215705_000199.MP4,2022-05-19 21:56:59,2022-05-19 22:06:59,600
20220519220706_000200.MP4,2022-05-19 22:06:59,2022-05-19 22:16:59,600
20220519221706_000201.MP4,2022-05-19 22:17:00,2022-05-19 22:27:00,600
20220519222706_000202.MP4,2022-05-19 22:26:59,2022-05-19 22:34:28,449
