fname,start,stop,duration(s)
20220523190907_000191.MP4,2022-05-23 19:09:01,2022-05-23 19:19:01,600
20220523191908_000192.MP4,2022-05-23 19:19:02,2022-05-23 19:29:02,600
20220523192908_000193.MP4,2022-05-23 19:29:02,2022-05-23 19:39:02,600
20220523193908_000194.MP4,2022-05-23 19:39:02,2022-05-23 19:49:02,600
20220523194908_000195.MP4,2022-05-23 19:49:02,2022-05-23 19:59:02,600
20220523195908_000196.MP4,2022-05-23 19:59:02,2022-05-23 20:09:02,600
20220523200908_000197.MP4,2022-05-23 20:09:02,2022-05-23 20:19:02,600
20220523201908_000198.MP4,2022-05-23 20:19:02,2022-05-23 20:29:02,600
20220523202908_000199.MP4,2022-05-23 20:29:02,2022-05-23 20:39:02,600
20220523203909_000200.MP4,2022-05-23 20:39:02,2022-05-23 20:49:02,600
20220523204908_000201.MP4,2022-05-23 20:49:02,2022-05-23 20:59:02,600
20220523205908_000202.MP4,2022-05-23 20:59:02,2022-05-23 21:09:02,600
20220523210908_000203.MP4,2022-05-23 21:09:02,2022-05-23 21:19:02,600
20220523211908_000204.MP4,2022-05-23 21:19:02,2022-05-23 21:29:02,600
20220523212908_000205.MP4,2022-05-23 21:29:02,2022-05-23 21:39:02,600
20220523213908_000206.MP4,2022-05-23 21:39:02,2022-05-23 21:49:02,600
20220523214908_000207.MP4,2022-05-23 21:49:02,2022-05-23 21:59:02,600
20220523215908_000208.MP4,2022-05-23 21:59:02,2022-05-23 22:09:02,600
20220523220908_000209.MP4,2022-05-23 22:09:02,2022-05-23 22:19:02,600
20220523221908_000210.MP4,2022-05-23 22:19:02,2022-05-23 22:29:02,600
20220523222908_000211.MP4,2022-05-23 22:29:02,2022-05-23 22:39:02,600
20220523223950_000212.MP4,2022-05-23 22:39:02,2022-05-23 22:49:02,600
20220523224908_000213.MP4,2022-05-23 22:49:02,2022-05-23 22:59:02,600
20220523225908_000214.MP4,2022-05-23 22:59:02,2022-05-23 23:09:02,600
20220523230908_000215.MP4,2022-05-23 23:09:02,2022-05-23 23:19:02,600
20220523231908_000216.MP4,2022-05-23 23:19:02,2022-05-23 23:29:02,600
20220523232908_000217.MP4,2022-05-23 23:29:02,2022-05-23 23:31:28,146
